SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-15-2018,Single Family Residential,355 Clifton Ave,SAN JOSE,CA,95128,875000,2,1.0,SAN JOSE,809,5863,1925,1151,1082,,Sold,,,https://www.redfin.com/CA/San-Jose/355-Clifton-Ave-95128/home/845993,MLSListings,ML81721744,N,Y,37.3224672,-121.9251112
PAST SALE,December-20-2019,Single Family Residential,382 Richmond Ave,SAN JOSE,CA,95128,1035000,3,3.0,SAN JOSE,1961,6534,1920,720,528,,Sold,,,https://www.redfin.com/CA/San-Jose/382-Richmond-Ave-95128/home/1657350,MLSListings,ML81774562,N,Y,37.3218886,-121.9225331
PAST SALE,May-22-2018,Single Family Residential,408 Richmond Ave,SAN JOSE,CA,95128,1150000,2,1.0,SAN JOSE,1010,6195,1929,1297,1139,,Sold,,,https://www.redfin.com/CA/San-Jose/408-Richmond-Ave-95128/home/1724466,MLSListings,ML81701520,N,Y,37.3213733,-121.922622
PAST SALE,September-23-2021,Single Family Residential,3186 Williams Rd,SAN JOSE,CA,95117,2140000,4,2.5,SAN JOSE,3152,18731,1952,77,679,,Sold,,,https://www.redfin.com/CA/San-Jose/3186-Williams-Rd-95117/home/1725341,MLSListings,ML81859944,N,Y,37.3085699,-121.9528436
PAST SALE,December-3-2019,Single Family Residential,2045 Peachtree Ln,SAN JOSE,CA,95128,1250000,3,2.5,SAN JOSE,1699,11447,1978,737,736,,Sold,,,https://www.redfin.com/CA/San-Jose/2045-Peachtree-Ln-95128/home/718561,MLSListings,ML81772873,N,Y,37.3350952,-121.9371117
PAST SALE,November-16-2020,Single Family Residential,716 S Baywood Ave,SAN JOSE,CA,95128,1020000,4,1.0,SAN JOSE,1434,7914,1951,388,711,,Sold,,,https://www.redfin.com/CA/San-Jose/716-S-Baywood-Ave-95128/home/1117130,MLSListings,ML81814427,N,Y,37.3139824,-121.9454668
PAST SALE,October-31-2018,Single Family Residential,512 Laswell Ave,SAN JOSE,CA,95128,950000,3,2.0,SAN JOSE,1932,5981,1947,1135,492,,Sold,,,https://www.redfin.com/CA/San-Jose/512-Laswell-Ave-95128/home/721292,MLSListings,ML81724440,N,Y,37.3193857,-121.9304893
PAST SALE,July-12-2019,Single Family Residential,520 Parkmoor Ave,SAN JOSE,CA,95128,1100000,5,2.0,SAN JOSE,2391,9400,1953,881,460,,Sold,,,https://www.redfin.com/CA/San-Jose/520-Parkmoor-Ave-95128/home/1082340,MLSListings,ML81754474,N,Y,37.3188682,-121.9380894
PAST SALE,September-12-2017,Single Family Residential,510 Parkmoor Ave,SAN JOSE,CA,95128,1230000,4,3.0,SAN JOSE,2475,11040,1950,1549,497,,Sold,,,https://www.redfin.com/CA/San-Jose/510-Parkmoor-Ave-95128/home/1323815,MLSListings,ML81670701,N,Y,37.3191881,-121.9384005
PAST SALE,December-12-2017,Single Family Residential,2265 W Hedding St,SAN JOSE,CA,95128,980000,3,1.0,SAN JOSE,1200,5978,1951,1458,817,,Sold,,,https://www.redfin.com/CA/San-Jose/2265-W-Hedding-St-95128/home/717330,MLSListings,ML81684171,N,Y,37.3305403,-121.9428892
PAST SALE,October-31-2018,Single Family Residential,1216 Monica Ln,SAN JOSE,CA,95128,1267500,3,2.0,SAN JOSE,1389,6000,1962,1135,913,,Sold,,,https://www.redfin.com/CA/San-Jose/1216-Monica-Ln-95128/home/723036,MLSListings,ML81724883,N,Y,37.3048763,-121.9446891
PAST SALE,April-27-2020,Single Family Residential,771 College Dr,SAN JOSE,CA,95128,1150000,3,2.0,SAN JOSE,1201,6341,1955,591,958,,Sold,,,https://www.redfin.com/CA/San-Jose/771-College-Dr-95128/home/1378409,MLSListings,ML81786927,N,Y,37.3129061,-121.9197772
PAST SALE,July-26-2021,Single Family Residential,2433 Newhall St,SAN JOSE,CA,95128,1450000,4,2.0,SAN JOSE,1520,9142,1949,136,954,,Sold,,,https://www.redfin.com/CA/San-Jose/2433-Newhall-St-95128/home/859370,MLSListings,ML81847771,N,Y,37.3377129,-121.9483998
PAST SALE,October-16-2020,Single Family Residential,1109 S Baywood Ave,SAN JOSE,CA,95128,1771100,3,2.0,SAN JOSE,1856,7105,1960,419,954,,Sold,,,https://www.redfin.com/CA/San-Jose/1109-S-Baywood-Ave-95128/home/1774464,MLSListings,ML81808681,N,Y,37.3064095,-121.9457779
PAST SALE,November-5-2020,Single Family Residential,1115 S Baywood Ave,SAN JOSE,CA,95128,1590000,4,2.5,SAN JOSE,1938,6974,1966,399,820,,Sold,,,https://www.redfin.com/CA/San-Jose/1115-S-Baywood-Ave-95128/home/1117844,MLSListings,ML81811260,N,Y,37.3062216,-121.9457779
PAST SALE,April-29-2019,Single Family Residential,1119 S Baywood Ave,SAN JOSE,CA,95128,1225000,3,2.0,SAN JOSE,1240,6032,1958,955,988,,Sold,,,https://www.redfin.com/CA/San-Jose/1119-S-Baywood-Ave-95128/home/1645134,MLSListings,ML81737744,N,Y,37.3060337,-121.9457779
